ArchiveID	OriginalID	Species	Race	Method	SampleDate	YEAR	LocID	CollLoc	BegLongitude	BegLatitude	EndLongitude	EndLatitude	FieldPreserve	LabPreserve	Sex	ForkLength	AdClip	HeadTag	LifeStage	PhysApp	Tissue	SamplerNote	ArchiveNote	AirTemp	WaterTemp	MaturityRanking	QA/QC	CWT_Code	PIT_Tag	Hallprint	Radio_Tag	Acoustic_Tag	Total_Length	ArchivePres	depleted
U000194DLC	U000194DLC	CHIN	FALL	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	71	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000193DLC	U000193DLC	CHIN	FALL	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	69	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000192DLC	U000192DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000195DLC	U000195DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000197DLC	U000197DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000196DLC	U000196DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000200DLC	U000200DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	99	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000199DLC	U000199DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000198DLC	U000198DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000203DLC	U000203DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	90	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000202DLC	U000202DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	90	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000201DLC	U000201DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000204DLC	U000204DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	89	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000208DLC	U000208DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000207DLC	U000207DLC	CHIN	FALL	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000206DLC	U000206DLC	CHIN	FALL	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000205DLC	U000205DLC	CHIN	FALL	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	70	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000210DLC	U000210DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000209DLC	U000209DLC	CHIN	WINTER	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	111	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000211DLC	U000211DLC	CHIN	FALL	MIDWATER TRAWL	4/10/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000220DLC	U000220DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000221DLC	U000221DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000222DLC	U000222DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000233DLC	U000233DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	88	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000232DLC	U000232DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000231DLC	U000231DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000230DLC	U000230DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	94	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000241DLC	U000241DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	100	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000229DLC	U000229DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	69	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000228DLC	U000228DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000227DLC	U000227DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000226DLC	U000226DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000240DLC	U000240DLC	CHIN	FALL	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	71	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000239DLC	U000239DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	91	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000236DLC	U000236DLC	CHIN	FALL	MIDWATER TRAWL	4/12/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000237DLC	U000237DLC	CHIN	SPRING	MIDWATER TRAWL	4/12/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000238DLC	U000238DLC	CHIN	FALL	MIDWATER TRAWL	4/13/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	75	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000244DLC	U000244DLC	CHIN	FALL	MIDWATER TRAWL	4/13/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000246DLC	U000246DLC	CHIN	WINTER	MIDWATER TRAWL	4/13/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	127	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000245DLC	U000245DLC	CHIN	SPRING	MIDWATER TRAWL	4/13/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	94	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000247DLC	U000247DLC	CHIN	FALL	MIDWATER TRAWL	4/13/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000249DLC	U000249DLC	CHIN	SPRING	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000248DLC	U000248DLC	CHIN	SPRING	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	91	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000252DLC	U000252DLC	CHIN	WINTER	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	148	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000251DLC	U000251DLC	CHIN	SPRING	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000250DLC	U000250DLC	CHIN	SPRING	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000253DLC	U000253DLC	CHIN	SPRING	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	89	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000254DLC	U000254DLC	CHIN	FALL	MIDWATER TRAWL	4/14/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000256DLC	U000256DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000255DLC	U000255DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000259DLC	U000259DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000258DLC	U000258DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000257DLC	U000257DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000262DLC	U000262DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000261DLC	U000261DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	75	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000260DLC	U000260DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000264DLC	U000264DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000263DLC	U000263DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	70	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000267DLC	U000267DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000266DLC	U000266DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000265DLC	U000265DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000271DLC	U000271DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	81	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000270DLC	U000270DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000269DLC	U000269DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	89	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000268DLC	U000268DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000276DLC	U000276DLC	CHIN	WINTER	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	109	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000275DLC	U000275DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000274DLC	U000274DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000273DLC	U000273DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000272DLC	U000272DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000278DLC	U000278DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000277DLC	U000277DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000282DLC	U000282DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000281DLC	U000281DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000280DLC	U000280DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000279DLC	U000279DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	81	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000284DLC	U000284DLC	CHIN	SPRING	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	U		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000283DLC	U000283DLC	CHIN	FALL	MIDWATER TRAWL	4/15/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	U		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000287DLC	U000287DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000286DLC	U000286DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000285DLC	U000285DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000290DLC	U000290DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000289DLC	U000289DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000288DLC	U000288DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	81	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000291DLC	U000291DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000295DLC	U000295DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000294DLC	U000294DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000293DLC	U000293DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000292DLC	U000292DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000296DLC	U000296DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000297DLC	U000297DLC	CHIN	SPRING	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000298DLC	U000298DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000301DLC	U000301DLC	CHIN	FALL	MIDWATER TRAWL	4/16/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	73	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
